start,end,x,y,left,right,middle,x1,x2,ctrl,shift,alt,win,window,repeats
1746056980640,1746056980640,104,968,0,0,0,0,0,0,0,0,0,"MouseMonitor – Main.kt [MouseMonitor.main]",1
1746056980650,1746056980650,102,968,0,0,0,0,0,0,0,0,0,"MouseMonitor – Main.kt [MouseMonitor.main]",1
1746056980660,1746056980660,101,968,0,0,0,0,0,0,0,0,0,"MouseMonitor – Main.kt [MouseMonitor.main]",1
1746056980671,1746056980671,100,968,0,0,0,0,0,0,0,0,0,"MouseMonitor – Main.kt [MouseMonitor.main]",1
1746056980680,1746056980680,100,969,0,0,0,0,0,0,0,0,0,"MouseMonitor – Main.kt [MouseMonitor.main]",1
1746056980690,1746056980720,99,969,0,0,0,0,0,0,0,0,0,"MouseMonitor – Main.kt [MouseMonitor.main]",4
1746056980730,1746056980730,98,969,0,0,0,0,0,0,0,0,0,"MouseMonitor – Main.kt [MouseMonitor.main]",1
1746056980740,1746056980740,97,969,0,0,0,0,0,0,0,0,0,"MouseMonitor – Main.kt [MouseMonitor.main]",1
1746056980750,1746056980750,95,969,0,0,0,0,0,0,0,0,0,"MouseMonitor – Main.kt [MouseMonitor.main]",1
1746056980760,1746056980760,94,969,0,0,0,0,0,0,0,0,0,"MouseMonitor – Main.kt [MouseMonitor.main]",1
